test_number,stageinflight,time(s),ax(ms2),ay(ms2),az(ms2),gx(deg/s),gy(deg/s),gz(deg/s),pitch_error(deg),roll_error(deg),yaw_error(deg),m0_output(pwm),m1_output(pwm),m2_output(pwm),m3_output(pwm)
3, 1, 64.44, 1.75, 0.03, 7.01, -0.01, 0.37, 0.00, -0.03, -0.04, 0.34, 1070.54, 1000.00, 1000.00, 1084.09
3, 1, 64.45, -0.66, -0.18, 9.71, 0.01, -0.26, 0.03, -0.03, -0.04, 0.34, 1070.52, 1000.00, 1000.00, 1084.04
3, 1, 64.45, -3.13, 0.36, 11.62, 0.02, -0.17, 0.01, -0.03, -0.04, 0.34, 1070.51, 1000.00, 1000.00, 1084.05
3, 1, 64.46, 1.01, 1.27, 8.33, -0.00, 0.27, 0.00, -0.03, -0.04, 0.34, 1071.45, 1000.00, 1000.00, 1085.06
3, 1, 64.46, 0.08, 0.02, 9.44, 0.00, -0.01, -0.00, -0.03, -0.04, 0.34, 1071.48, 1000.00, 1000.00, 1085.06
3, 1, 64.46, -2.02, 1.13, 10.26, 0.00, -0.15, 0.00, -0.03, -0.04, 0.34, 1071.46, 1000.00, 1000.00, 1085.11
3, 1, 64.47, 0.26, -0.23, 9.45, -0.02, 0.15, -0.03, -0.03, -0.04, 0.34, 1071.52, 1000.00, 1000.00, 1085.05
3, 1, 64.47, -1.41, 0.56, 9.76, -0.00, -0.13, 0.00, -0.03, -0.04, 0.34, 1071.50, 1000.00, 1000.00, 1085.09
3, 1, 64.48, 0.23, -0.66, 9.86, -0.00, 0.11, -0.02, -0.03, -0.04, 0.34, 1070.57, 1000.00, 1000.00, 1084.05
3, 1, 64.48, -1.18, 0.87, 9.24, 0.02, -0.01, 0.00, -0.03, -0.04, 0.34, 1070.47, 1000.00, 1000.00, 1084.16
3, 1, 64.48, -0.84, -0.62, 10.65, -0.00, -0.17, 0.02, -0.03, -0.04, 0.34, 1070.59, 1000.00, 1000.00, 1083.98
3, 1, 64.49, -1.42, -0.08, 10.04, 0.01, 0.08, 0.00, -0.03, -0.04, 0.34, 1070.51, 1000.00, 1000.00, 1084.06
3, 1, 64.49, 0.36, -0.26, 8.42, -0.00, 0.10, 0.00, -0.03, -0.04, 0.34, 1070.54, 1000.00, 1000.00, 1084.03
3, 1, 64.50, -0.05, 0.34, 9.66, 0.00, 0.02, -0.01, -0.03, -0.04, 0.34, 1070.49, 1000.00, 1000.00, 1084.09
3, 1, 64.50, -0.30, 0.08, 8.14, 0.01, 0.14, -0.00, -0.03, -0.04, 0.34, 1070.38, 1000.00, 1000.00, 1084.23
3, 1, 64.51, 0.48, 0.94, 9.00, -0.01, 0.11, -0.00, -0.03, -0.04, 0.34, 1070.34, 1000.00, 1000.00, 1084.28
3, 1, 64.51, -1.24, 0.46, 9.68, 0.02, -0.18, 0.01, -0.03, -0.04, 0.34, 1070.37, 1000.00, 1000.00, 1084.24
3, 1, 64.52, -2.53, 0.15, 11.03, 0.00, -0.18, 0.02, -0.03, -0.04, 0.34, 1071.42, 1000.00, 1000.00, 1085.16
3, 1, 64.52, -1.23, -0.11, 10.69, -0.01, 0.07, -0.00, -0.03, -0.04, 0.34, 1071.44, 1000.00, 1000.00, 1085.14
3, 1, 64.52, 0.57, 0.47, 8.31, -0.00, 0.19, 0.00, -0.03, -0.04, 0.34, 1071.39, 1000.00, 1000.00, 1085.18
3, 1, 64.53, -0.73, -0.23, 10.03, 0.00, -0.18, 0.03, -0.03, -0.04, 0.34, 1071.43, 1000.00, 1000.00, 1085.10
3, 1, 64.53, -1.32, 1.27, 10.12, 0.00, -0.07, 0.02, -0.03, -0.04, 0.34, 1071.39, 1000.00, 1000.00, 1085.14
3, 1, 64.54, -0.18, 0.15, 9.48, 0.01, 0.18, -0.00, -0.03, -0.04, 0.34, 1070.37, 1000.00, 1000.00, 1084.14
3, 1, 64.54, 0.49, 0.94, 7.96, 0.02, -0.00, 0.00, -0.03, -0.04, 0.34, 1070.36, 1000.00, 1000.00, 1084.14
3, 1, 64.54, -1.84, 0.51, 10.54, -0.02, -0.19, -0.00, -0.03, -0.04, 0.34, 1070.41, 1000.00, 1000.00, 1084.13
3, 1, 64.55, -1.10, -0.10, 9.52, -0.01, 0.12, -0.01, -0.03, -0.04, 0.34, 1070.40, 1000.00, 1000.00, 1084.14
3, 1, 64.55, 0.18, 0.88, 9.66, -0.01, 0.06, -0.00, -0.03, -0.04, 0.34, 1070.39, 1000.00, 1000.00, 1084.16
3, 1, 64.56, -0.75, 1.02, 9.78, -0.00, -0.02, 0.00, -0.03, -0.04, 0.34, 1071.36, 1000.00, 1000.00, 1085.19
3, 1, 64.56, 0.34, -0.14, 9.09, 0.03, 0.13, 0.00, -0.03, -0.04, 0.34, 1071.37, 1000.00, 1000.00, 1085.16
3, 1, 64.56, -1.47, -0.21, 9.52, 0.02, -0.14, 0.01, -0.03, -0.04, 0.34, 1071.36, 1000.00, 1000.00, 1085.16
3, 1, 64.57, -1.56, -0.57, 9.98, 0.00, 0.02, 0.00, -0.03, -0.04, 0.34, 1071.35, 1000.00, 1000.00, 1085.15
3, 1, 64.57, -0.40, -0.51, 9.09, -0.01, 0.02, -0.00, -0.03, -0.04, 0.34, 1071.39, 1000.00, 1000.00, 1085.12
3, 1, 64.58, -1.19, 0.57, 11.95, -0.02, -0.26, 0.01, -0.03, -0.04, 0.34, 1070.45, 1000.00, 1000.00, 1084.05
3, 1, 64.58, -0.79, 0.88, 10.28, -0.00, 0.19, -0.02, -0.03, -0.04, 0.34, 1070.38, 1000.00, 1000.00, 1084.16
3, 1, 64.58, 1.28, 0.34, 8.34, 0.00, 0.11, -0.03, -0.03, -0.04, 0.34, 1070.44, 1000.00, 1000.00, 1084.13
3, 1, 64.59, -1.29, 0.57, 10.09, 0.02, -0.26, -0.00, -0.03, -0.04, 0.34, 1070.46, 1000.00, 1000.00, 1084.13
3, 1, 64.59, -2.55, 0.11, 10.42, 0.02, 0.01, -0.00, -0.03, -0.04, 0.34, 1070.43, 1000.00, 1000.00, 1084.17
3, 1, 64.60, 0.10, -0.61, 8.54, -0.01, 0.10, -0.00, -0.03, -0.04, 0.34, 1070.50, 1000.00, 1000.00, 1084.09
3, 1, 64.60, -1.31, -0.41, 10.48, -0.01, -0.13, 0.00, -0.03, -0.04, 0.34, 1070.50, 1000.00, 1000.00, 1084.08
3, 1, 64.60, -0.62, 1.44, 10.81, -0.01, 0.06, 0.00, -0.03, -0.04, 0.34, 1070.45, 1000.00, 1000.00, 1084.14
3, 1, 64.61, 0.78, 0.45, 8.52, 0.00, 0.09, -0.00, -0.03, -0.04, 0.34, 1070.49, 1000.00, 1000.00, 1084.10
3, 1, 64.61, -1.31, 0.27, 10.30, 0.01, -0.15, 0.00, -0.03, -0.04, 0.34, 1070.49, 1000.00, 1000.00, 1084.11
3, 1, 64.62, -1.41, -0.01, 9.75, 0.02, 0.05, 0.01, -0.03, -0.04, 0.34, 1071.46, 1000.00, 1000.00, 1085.11
3, 1, 64.62, -1.02, -0.06, 9.51, -0.00, 0.03, 0.01, -0.03, -0.04, 0.34, 1071.45, 1000.00, 1000.00, 1085.10
3, 1, 64.62, -0.78, 0.63, 8.89, -0.01, 0.06, 0.01, -0.03, -0.04, 0.34, 1071.40, 1000.00, 1000.00, 1085.14
3, 1, 64.63, 0.19, 0.13, 9.29, -0.02, 0.01, 0.00, -0.03, -0.04, 0.34, 1071.45, 1000.00, 1000.00, 1085.08
3, 1, 64.63, -1.00, 1.19, 10.49, -0.00, -0.12, 0.00, -0.03, -0.04, 0.34, 1071.44, 1000.00, 1000.00, 1085.10
3, 1, 64.64, 0.13, 1.61, 9.45, 0.00, 0.15, -0.00, -0.03, -0.04, 0.34, 1070.38, 1000.00, 1000.00, 1084.15
3, 1, 64.64, -0.40, -0.23, 8.64, 0.02, -0.05, -0.00, -0.03, -0.04, 0.34, 1070.45, 1000.00, 1000.00, 1084.09
3, 1, 64.64, -1.47, 0.75, 10.12, 0.00, -0.16, 0.01, -0.03, -0.04, 0.34, 1070.46, 1000.00, 1000.00, 1084.08
3, 1, 64.65, -1.47, -0.50, 10.28, 0.00, 0.10, 0.00, -0.03, -0.04, 0.34, 1070.44, 1000.00, 1000.00, 1084.07
3, 1, 64.65, -0.46, 0.40, 9.42, -0.02, 0.04, -0.00, -0.03, -0.04, 0.34, 1070.43, 1000.00, 1000.00, 1084.10
3, 1, 64.66, 0.33, 1.80, 9.40, -0.02, 0.06, -0.00, -0.03, -0.04, 0.34, 1070.39, 1000.00, 1000.00, 1084.14
3, 1, 64.66, 0.06, 0.10, 8.24, 0.00, -0.00, -0.00, -0.03, -0.04, 0.34, 1070.46, 1000.00, 1000.00, 1084.10
3, 1, 64.66, -1.59, 0.41, 10.57, 0.03, -0.25, 0.01, -0.03, -0.04, 0.34, 1070.49, 1000.00, 1000.00, 1084.04
3, 1, 64.67, -1.60, 1.02, 10.63, -0.01, 0.15, 0.00, -0.03, -0.04, 0.34, 1070.41, 1000.00, 1000.00, 1084.14
3, 1, 64.67, 0.80, -0.06, 7.67, 0.02, 0.14, -0.00, -0.03, -0.04, 0.34, 1070.46, 1000.00, 1000.00, 1084.07
3, 1, 64.68, -0.45, 0.18, 10.03, -0.00, -0.21, 0.01, -0.03, -0.04, 0.34, 1070.48, 1000.00, 1000.00, 1084.03
3, 1, 64.68, -2.10, 0.18, 10.56, -0.00, -0.08, -0.00, -0.03, -0.04, 0.34, 1070.47, 1000.00, 1000.00, 1084.05
3, 1, 64.68, 0.03, 0.25, 9.34, -0.00, 0.17, 0.00, -0.03, -0.04, 0.34, 1070.46, 1000.00, 1000.00, 1084.06
3, 1, 64.69, -0.05, 0.81, 8.50, 0.01, -0.02, 0.00, -0.03, -0.04, 0.34, 1070.44, 1000.00, 1000.00, 1084.08
3, 1, 64.69, -0.79, 0.80, 10.16, -0.01, -0.23, 0.00, -0.03, -0.04, 0.34, 1070.52, 1000.00, 1000.00, 1083.99
3, 1, 64.70, -1.45, -0.36, 10.35, 0.00, 0.05, -0.02, -0.03, -0.04, 0.34, 1070.52, 1000.00, 1000.00, 1084.01
3, 1, 64.70, -0.32, 0.20, 9.28, 0.00, 0.11, -0.03, -0.03, -0.04, 0.34, 1070.52, 1000.00, 1000.00, 1084.07
3, 1, 64.70, 0.18, -0.05, 9.37, -0.01, -0.18, -0.01, -0.03, -0.04, 0.34, 1070.63, 1000.00, 1000.00, 1083.96
3, 1, 64.71, -2.44, 0.46, 11.37, -0.00, -0.13, 0.00, -0.03, -0.04, 0.34, 1070.60, 1000.00, 1000.00, 1084.01
3, 1, 64.71, -1.45, 0.46, 10.57, -0.00, 0.13, 0.01, -0.03, -0.04, 0.34, 1070.56, 1000.00, 1000.00, 1084.03
3, 1, 64.72, 1.58, 1.65, 9.02, -0.00, 0.21, -0.00, -0.03, -0.04, 0.34, 1070.51, 1000.00, 1000.00, 1084.05
3, 1, 64.72, -0.00, 0.16, 8.67, 0.02, -0.16, 0.01, -0.03, -0.04, 0.34, 1070.58, 1000.00, 1000.00, 1083.99
3, 1, 64.72, -1.55, 0.14, 10.50, 0.03, -0.18, -0.00, -0.03, -0.04, 0.34, 1070.61, 1000.00, 1000.00, 1083.97
3, 1, 64.73, -2.03, 0.82, 10.72, -0.01, 0.08, -0.02, -0.03, -0.04, 0.34, 1070.57, 1000.00, 1000.00, 1084.07
3, 1, 64.73, 0.02, -0.55, 8.74, -0.01, 0.15, -0.02, -0.03, -0.04, 0.34, 1070.62, 1000.00, 1000.00, 1084.03
3, 1, 64.74, 0.16, 0.15, 9.79, 0.00, -0.00, -0.01, -0.03, -0.04, 0.34, 1071.61, 1000.00, 1000.00, 1085.05
3, 1, 64.74, -1.59, 0.60, 10.33, -0.00, -0.15, 0.00, -0.03, -0.04, 0.34, 1071.61, 1000.00, 1000.00, 1085.06
3, 1, 64.74, -0.96, -0.27, 10.12, -0.00, 0.10, 0.01, -0.03, -0.04, 0.34, 1071.59, 1000.00, 1000.00, 1085.04
3, 1, 64.75, 0.00, 0.62, 8.32, 0.00, 0.06, 0.00, -0.03, -0.04, 0.34, 1071.56, 1000.00, 1000.00, 1085.08
3, 1, 64.75, -0.91, -0.05, 10.41, -0.00, -0.14, 0.01, -0.03, -0.04, 0.34, 1071.61, 1000.00, 1000.00, 1085.00
3, 1, 64.76, -1.50, 0.15, 10.26, -0.01, 0.10, -0.00, -0.03, -0.04, 0.34, 1069.55, 1000.00, 1000.00, 1083.08
3, 1, 64.76, 0.56, 0.98, 8.64, -0.00, 0.10, -0.00, -0.03, -0.04, 0.34, 1069.55, 1000.00, 1000.00, 1083.08
3, 1, 64.76, -1.21, 0.37, 10.14, 0.00, -0.15, 0.02, -0.03, -0.04, 0.34, 1069.57, 1000.00, 1000.00, 1083.05
3, 1, 64.77, -1.39, 0.52, 9.69, 0.00, 0.08, 0.00, -0.03, -0.04, 0.34, 1069.52, 1000.00, 1000.00, 1083.10
3, 1, 64.77, 0.68, -0.06, 8.04, 0.00, 0.03, 0.01, -0.03, -0.04, 0.34, 1069.59, 1000.00, 1000.00, 1083.00
3, 1, 64.78, -1.64, 0.65, 11.29, -0.00, -0.26, 0.02, -0.03, -0.04, 0.34, 1069.59, 1000.00, 1000.00, 1082.97
3, 1, 64.78, -1.38, 1.27, 11.05, -0.02, 0.14, -0.00, -0.03, -0.04, 0.34, 1069.53, 1000.00, 1000.00, 1083.06
3, 1, 64.78, 1.17, 0.08, 8.48, -0.00, 0.18, -0.02, -0.03, -0.04, 0.34, 1069.59, 1000.00, 1000.00, 1083.02
3, 1, 64.79, -0.50, 0.81, 9.38, 0.01, -0.07, -0.02, -0.03, -0.04, 0.34, 1069.54, 1000.00, 1000.00, 1083.10
3, 1, 64.79, -0.86, 0.35, 8.99, 0.01, -0.04, -0.01, -0.03, -0.04, 0.34, 1069.56, 1000.00, 1000.00, 1083.09
3, 1, 64.80, -1.02, 0.02, 10.02, 0.00, -0.14, -0.00, -0.03, -0.04, 0.34, 1069.64, 1000.00, 1000.00, 1083.02
3, 1, 64.80, -1.72, 0.16, 11.22, 0.00, 0.07, 0.00, -0.03, -0.04, 0.34, 1069.58, 1000.00, 1000.00, 1083.07
3, 1, 64.80, 0.63, -0.26, 8.36, -0.01, 0.17, 0.00, -0.03, -0.04, 0.34, 1069.60, 1000.00, 1000.00, 1083.05
3, 1, 64.81, -0.15, 0.19, 9.46, -0.01, -0.18, 0.01, -0.03, -0.04, 0.34, 1069.62, 1000.00, 1000.00, 1083.00
3, 1, 64.81, -2.38, 0.88, 11.05, 0.01, -0.11, 0.00, -0.03, -0.04, 0.34, 1069.59, 1000.00, 1000.00, 1083.05
3, 1, 64.82, -1.23, 0.01, 10.01, 0.00, 0.12, -0.00, -0.03, -0.04, 0.34, 1070.59, 1000.00, 1000.00, 1084.04
3, 1, 64.82, 0.84, 0.98, 8.80, -0.00, 0.12, 0.00, -0.03, -0.04, 0.34, 1070.57, 1000.00, 1000.00, 1084.05
3, 1, 64.82, -0.24, 0.35, 9.29, 0.01, -0.09, -0.00, -0.03, -0.04, 0.34, 1070.60, 1000.00, 1000.00, 1084.03
3, 1, 64.83, -1.36, -0.36, 10.72, 0.00, -0.04, 0.00, -0.03, -0.04, 0.34, 1070.60, 1000.00, 1000.00, 1084.02
3, 1, 64.83, -0.41, 0.91, 9.44, -0.00, 0.06, -0.00, -0.03, -0.04, 0.34, 1070.56, 1000.00, 1000.00, 1084.07
3, 1, 64.84, -1.19, 0.53, 10.14, -0.00, -0.08, 0.01, -0.03, -0.04, 0.34, 1069.58, 1000.00, 1000.00, 1083.04
3, 1, 64.84, -1.38, 0.15, 10.42, 0.00, 0.09, -0.00, -0.03, -0.04, 0.34, 1069.55, 1000.00, 1000.00, 1083.08
3, 1, 64.84, 0.63, -0.54, 7.78, -0.01, 0.12, -0.02, -0.03, -0.04, 0.34, 1069.62, 1000.00, 1000.00, 1083.04
3, 1, 64.85, -0.25, 0.03, 10.00, 0.01, -0.20, 0.01, -0.03, -0.04, 0.34, 1069.63, 1000.00, 1000.00, 1083.00
3, 1, 64.85, -2.02, 0.03, 11.24, 0.00, -0.08, -0.00, -0.03, -0.04, 0.34, 1069.61, 1000.00, 1000.00, 1083.03
3, 1, 64.86, -0.45, -0.16, 9.91, -0.02, 0.12, -0.01, -0.03, -0.04, 0.34, 1070.62, 1000.00, 1000.00, 1084.03
3, 1, 64.86, -0.35, 0.19, 9.46, -0.01, 0.02, -0.00, -0.03, -0.04, 0.34, 1070.61, 1000.00, 1000.00, 1084.06
3, 1, 64.86, -0.69, 0.07, 10.14, 0.01, -0.04, 0.00, -0.03, -0.04, 0.34, 1070.62, 1000.00, 1000.00, 1084.05
3, 1, 64.87, -1.39, 1.20, 9.81, -0.00, 0.02, 0.00, -0.03, -0.04, 0.34, 1070.56, 1000.00, 1000.00, 1084.13
3, 1, 64.87, 0.08, 0.24, 8.99, 0.00, 0.08, -0.00, -0.03, -0.04, 0.34, 1070.60, 1000.00, 1000.00, 1084.07
3, 1, 64.88, 0.19, 0.22, 8.60, 0.00, -0.04, -0.00, -0.03, -0.04, 0.34, 1069.62, 1000.00, 1000.00, 1083.05
3, 1, 64.88, -1.20, 0.39, 10.56, 0.00, -0.17, -0.00, -0.03, -0.04, 0.34, 1069.65, 1000.00, 1000.00, 1083.04
3, 1, 64.88, -1.72, 0.18, 10.55, -0.01, 0.04, -0.00, -0.03, -0.04, 0.34, 1069.63, 1000.00, 1000.00, 1083.07
3, 1, 64.89, -0.13, 0.74, 9.05, -0.00, 0.18, -0.01, -0.03, -0.04, 0.34, 1069.59, 1000.00, 1000.00, 1083.13
3, 1, 64.89, 0.37, 0.43, 8.29, 0.00, -0.04, -0.00, -0.03, -0.04, 0.34, 1069.64, 1000.00, 1000.00, 1083.08
3, 1, 64.90, -1.61, 0.13, 10.37, 0.00, -0.18, 0.02, -0.03, -0.04, 0.34, 1069.66, 1000.00, 1000.00, 1083.04
3, 1, 64.90, -1.25, 0.62, 10.30, 0.00, 0.02, 0.00, -0.03, -0.04, 0.34, 1069.64, 1000.00, 1000.00, 1083.06
3, 1, 64.90, -0.44, 0.38, 9.10, -0.00, 0.17, -0.00, -0.03, -0.04, 0.34, 1069.60, 1000.00, 1000.00, 1083.10
3, 1, 64.91, 0.68, -0.11, 8.64, -0.00, 0.01, -0.00, -0.03, -0.04, 0.34, 1069.67, 1000.00, 1000.00, 1083.05
3, 1, 64.91, -0.76, 0.86, 10.25, -0.00, -0.19, 0.01, -0.03, -0.04, 0.34, 1069.66, 1000.00, 1000.00, 1083.04
3, 1, 64.92, -2.65, 0.36, 11.01, -0.00, -0.03, -0.00, -0.03, -0.04, 0.34, 1070.64, 1000.00, 1000.00, 1084.07
3, 1, 64.92, 0.25, 0.43, 9.28, 0.00, 0.26, -0.00, -0.03, -0.04, 0.34, 1070.61, 1000.00, 1000.00, 1084.10
3, 1, 64.92, 0.71, 0.82, 8.45, -0.00, 0.01, 0.01, -0.03, -0.04, 0.34, 1070.59, 1000.00, 1000.00, 1084.09
3, 1, 64.93, -0.60, -0.15, 9.88, 0.01, -0.17, 0.02, -0.03, -0.04, 0.34, 1070.65, 1000.00, 1000.00, 1084.01
3, 1, 64.93, -1.66, -0.32, 10.44, 0.00, -0.05, -0.00, -0.03, -0.04, 0.34, 1070.64, 1000.00, 1000.00, 1084.02
3, 1, 64.94, -0.68, 0.71, 10.15, -0.00, 0.04, -0.00, -0.03, -0.04, 0.34, 1069.63, 1000.00, 1000.00, 1083.05
3, 1, 64.94, -0.62, -0.52, 9.22, 0.00, 0.06, -0.01, -0.03, -0.04, 0.34, 1069.65, 1000.00, 1000.00, 1083.03
3, 1, 64.94, -0.37, 0.39, 9.73, 0.00, -0.04, -0.02, -0.03, -0.04, 0.34, 1069.66, 1000.00, 1000.00, 1083.06
3, 1, 64.95, -0.83, 0.28, 9.72, -0.00, -0.04, -0.00, -0.03, -0.04, 0.34, 1069.67, 1000.00, 1000.00, 1083.06
3, 1, 64.95, -0.67, 0.29, 9.48, 0.01, 0.02, -0.00, -0.03, -0.04, 0.34, 1069.67, 1000.00, 1000.00, 1083.07
3, 1, 64.96, -0.62, 0.12, 10.16, -0.00, -0.14, 0.01, -0.03, -0.04, 0.34, 1069.73, 1000.00, 1000.00, 1082.99
3, 1, 64.96, -1.58, 0.08, 10.69, -0.01, 0.13, 0.01, -0.03, -0.04, 0.34, 1069.64, 1000.00, 1000.00, 1083.07
3, 1, 64.96, 0.72, 0.48, 8.15, -0.00, 0.14, -0.00, -0.03, -0.04, 0.34, 1069.64, 1000.00, 1000.00, 1083.06
3, 1, 64.97, -0.55, -0.00, 9.37, 0.01, -0.17, 0.02, -0.03, -0.04, 0.34, 1069.68, 1000.00, 1000.00, 1083.00
3, 1, 64.97, -2.53, 0.77, 10.68, -0.00, -0.05, -0.00, -0.03, -0.04, 0.34, 1069.63, 1000.00, 1000.00, 1083.09
3, 1, 64.98, -0.05, 0.22, 8.94, -0.00, 0.15, -0.00, -0.03, -0.04, 0.34, 1070.65, 1000.00, 1000.00, 1084.05
3, 1, 64.98, -0.09, 0.73, 8.90, -0.00, -0.03, 0.01, -0.03, -0.04, 0.34, 1070.63, 1000.00, 1000.00, 1084.05
3, 1, 64.98, -1.24, 0.35, 10.21, -0.01, -0.06, 0.00, -0.03, -0.04, 0.34, 1070.64, 1000.00, 1000.00, 1084.04
3, 1, 64.99, -0.12, 1.01, 9.29, 0.01, 0.13, 0.00, -0.03, -0.04, 0.34, 1070.59, 1000.00, 1000.00, 1084.09
3, 1, 64.99, -0.60, 1.27, 9.02, -0.00, -0.06, 0.02, -0.03, -0.04, 0.34, 1070.57, 1000.00, 1000.00, 1084.08
3, 1, 65.00, -0.83, -0.14, 9.67, 0.00, -0.04, -0.02, -0.03, -0.04, 0.34, 1069.64, 1000.00, 1000.00, 1083.02
3, 1, 65.00, -0.57, 0.66, 9.54, 0.01, -0.01, -0.00, -0.03, -0.04, 0.34, 1069.63, 1000.00, 1000.00, 1083.05
3, 1, 65.00, -1.30, 0.45, 10.51, -0.01, -0.10, -0.00, -0.03, -0.04, 0.34, 1069.67, 1000.00, 1000.00, 1083.02
3, 1, 65.01, -0.40, 0.40, 10.00, -0.00, 0.17, -0.02, -0.03, -0.04, 0.34, 1069.63, 1000.00, 1000.00, 1083.08
3, 1, 65.01, 0.29, 0.29, 8.12, 0.00, -0.03, 0.00, -0.03, -0.04, 0.34, 1069.67, 1000.00, 1000.00, 1083.04
3, 1, 65.02, -1.00, 0.96, 9.30, -0.00, 0.19, 0.00, -0.03, -0.04, 0.34, 1069.45, 1000.00, 1000.00, 1083.28
3, 1, 65.02, 0.89, 0.27, 8.20, -0.00, 0.15, 0.00, -0.03, -0.04, 0.34, 1069.47, 1000.00, 1000.00, 1083.23
3, 1, 65.03, -0.04, 0.26, 9.00, 0.01, -0.13, 0.00, -0.03, -0.04, 0.34, 1069.49, 1000.00, 1000.00, 1083.21
3, 1, 65.03, -2.93, 0.96, 11.71, -0.00, -0.26, 0.01, -0.03, -0.04, 0.34, 1069.51, 1000.00, 1000.00, 1083.21
3, 1, 65.04, -0.14, 0.37, 8.97, -0.01, 0.33, -0.02, -0.03, -0.04, 0.34, 1070.45, 1000.00, 1000.00, 1084.27
3, 1, 65.04, 1.59, 0.64, 7.64, 0.00, 0.10, -0.00, -0.03, -0.04, 0.34, 1070.46, 1000.00, 1000.00, 1084.25
3, 1, 65.04, -2.78, 0.40, 11.66, 0.01, -0.35, 0.02, -0.03, -0.04, 0.34, 1070.48, 1000.00, 1000.00, 1084.23
3, 1, 65.05, -0.84, 0.12, 10.25, 0.00, 0.15, -0.01, -0.03, -0.04, 0.34, 1070.48, 1000.00, 1000.00, 1084.23
3, 1, 65.05, 0.39, 0.03, 8.43, 0.00, 0.07, 0.02, -0.03, -0.04, 0.34, 1070.48, 1000.00, 1000.00, 1084.20
3, 1, 65.06, -1.20, 0.65, 10.42, -0.00, -0.12, -0.00, -0.03, -0.04, 0.34, 1069.47, 1000.00, 1000.00, 1083.24
3, 1, 65.06, -1.02, 0.22, 9.57, -0.00, 0.06, 0.00, -0.03, -0.04, 0.34, 1069.45, 1000.00, 1000.00, 1083.24
3, 1, 65.06, 0.47, 1.43, 9.66, -0.00, 0.05, -0.01, -0.03, -0.04, 0.34, 1069.44, 1000.00, 1000.00, 1083.25
3, 1, 65.07, -1.21, -0.05, 9.31, 0.00, -0.02, 0.01, -0.03, -0.04, 0.34, 1069.43, 1000.00, 1000.00, 1083.25
3, 1, 65.07, -0.80, 0.51, 10.01, 0.00, -0.06, 0.00, -0.03, -0.04, 0.34, 1069.46, 1000.00, 1000.00, 1083.23
3, 1, 65.08, -1.00, 0.49, 10.11, -0.00, 0.12, 0.00, -0.03, -0.04, 0.34, 1070.40, 1000.00, 1000.00, 1084.29
3, 1, 65.08, 0.93, -0.35, 7.77, 0.00, 0.13, -0.00, -0.03, -0.04, 0.34, 1070.46, 1000.00, 1000.00, 1084.24
3, 1, 65.08, -1.58, 0.06, 11.12, -0.00, -0.30, 0.02, -0.03, -0.04, 0.34, 1070.47, 1000.00, 1000.00, 1084.20
3, 1, 65.09, -1.65, 0.90, 10.64, 0.00, 0.08, -0.02, -0.03, -0.04, 0.34, 1070.42, 1000.00, 1000.00, 1084.29
3, 1, 65.09, 0.83, -0.95, 7.51, 0.00, 0.16, -0.02, -0.03, -0.04, 0.34, 1070.53, 1000.00, 1000.00, 1084.21
3, 1, 65.10, -0.91, 1.15, 10.65, -0.00, -0.14, -0.00, -0.03, -0.04, 0.34, 1069.44, 1000.00, 1000.00, 1083.29
3, 1, 65.10, -1.97, -0.09, 10.54, 0.02, -0.08, 0.01, -0.03, -0.04, 0.34, 1069.47, 1000.00, 1000.00, 1083.24
3, 1, 65.10, 0.25, 0.86, 9.10, -0.02, 0.19, -0.00, -0.03, -0.04, 0.34, 1069.43, 1000.00, 1000.00, 1083.28
3, 1, 65.11, 0.08, -0.71, 9.24, 0.01, 0.02, 0.00, -0.03, -0.04, 0.34, 1069.47, 1000.00, 1000.00, 1083.24
3, 1, 65.11, -1.24, 0.40, 10.56, -0.00, -0.27, 0.02, -0.03, -0.04, 0.34, 1069.50, 1000.00, 1000.00, 1083.19
3, 1, 65.12, -2.18, 0.20, 11.58, 0.00, 0.12, -0.00, -0.03, -0.04, 0.34, 1069.43, 1000.00, 1000.00, 1083.27
3, 1, 65.12, 2.39, 0.51, 6.41, -0.00, 0.29, -0.02, -0.03, -0.04, 0.34, 1069.48, 1000.00, 1000.00, 1083.24
3, 1, 65.12, -1.94, -0.40, 11.09, 0.01, -0.37, 0.00, -0.03, -0.04, 0.34, 1069.50, 1000.00, 1000.00, 1083.22
3, 1, 65.13, -2.50, 0.65, 11.26, -0.00, -0.01, -0.01, -0.03, -0.04, 0.34, 1069.48, 1000.00, 1000.00, 1083.29
3, 1, 65.13, 1.41, -0.19, 7.96, 0.00, 0.23, -0.01, -0.03, -0.04, 0.34, 1069.55, 1000.00, 1000.00, 1083.23
3, 1, 65.14, -1.37, 0.50, 10.21, -0.02, -0.12, 0.00, -0.03, -0.04, 0.34, 1069.46, 1000.00, 1000.00, 1083.30
3, 1, 65.14, -0.73, 0.22, 9.94, 0.02, -0.00, 0.01, -0.03, -0.04, 0.34, 1069.48, 1000.00, 1000.00, 1083.25
3, 1, 65.14, -0.47, 0.43, 9.39, -0.01, 0.02, 0.00, -0.03, -0.04, 0.34, 1069.47, 1000.00, 1000.00, 1083.26
3, 1, 65.15, -1.63, -0.54, 10.37, 0.00, -0.08, -0.00, -0.03, -0.04, 0.34, 1069.50, 1000.00, 1000.00, 1083.23
